red_raw,red_final (Filtered),ir_raw,ir_final (Filtered)
594259,189.01,585976,304.03
594269,205.39,585987,313.57
594248,178.04,585903,232.97
594264,166.92,585909,197.04
594347,205.87,585975,215.84
594352,201.59,585968,197.65
594210,87.95,585747,27.56
594209,51.26,585747,-17.44
594178,16.86,585714,-49.49
594196,18.9,585713,-53.98
594286,78.44,585841,35.58
594280,82.74,585838,53.03
594290,83.54,585859,67.08
594396,148.03,586042,188.12
594385,144.29,586042,202.64
594462,182.99,586169,274.61
594464,178.6,586175,273.55
594536,210.82,586283,322.86
594529,196.45,586285,309.31
594531,177.57,586254,258.92
